start	end	text
1242440	1243400	en e-news is goed,
1243860	1245440	maar daar produceer hy nie van ons,
1245480	1246220	wat ons soek nie,
1246340	1247580	hoe krijg my geld terug,
1248240	1248460	wil jy,
1248520	1249020	as jy met sikke,
1249120	1250320	een tyf van langdradige goed,
1250380	1251220	na kneem toe gaan,
1251800	1252040	dan,
1252120	1253220	dan gaan jy ons verloor,
1253720	1253860	nou,
1253960	1254080	ek,
1254080	1254200	ek,
1254200	1254560	ek,
1254560	1255080	ek,
1255080	1255740	ek vind jou,
1255740	1257080	ek vind jou,
1257140	1257820	jou aanpak,
1258340	1258760	interessant,
1259220	1260000	is dat jy eerst,
1260300	1262080	een basiswebsite gaan bouw,
1262260	1262840	dat jy na die,
1263000	1264320	na die persoon al benader,
1264800	1264940	sê,
1265020	1265240	kijk,
1265320	1266640	ek het al hier een website gebouw,
1266760	1267120	dit is,
1267200	1268080	dit is een voorbeeld,
1268800	1270840	en hy is helemaal gericht op jou,
1270840	1272040	en dit is een app,
1272100	1273200	wat spesifiek op jou,
1273380	1275060	taxidermie gericht is,
1275940	1276500	of jou,
1276600	1277220	weet ek veel,
1277340	1278120	jou kaas en,
1278180	1279100	kaas en brooikie,
1279240	1279840	besigheid,
1280620	1281020	en,
1282240	1283460	hy is spesifiek op jou,
1284040	1284180	hy,
1284360	1285460	alles het hierin,
1285760	1286380	betaal my,
1286480	1289120	10.000 rand,
1289200	1289760	het het 20,
1289860	1290820	30.000 rand,
1290900	1291560	en hy is van jou,
1291740	1292960	of betaal my elke maal,
1293880	1294320	300,
1294480	1295280	500 rand,
1295400	1295560	en,
1295760	1296660	jy kan hom gebruik,
1297960	1298200	ja,
1298440	1298640	ja,
1298640	1299840	en hy is klaar,
1299880	1300520	hy is klaar,
1300520	1302080	hier staat al jou data,
1302280	1303680	alles is hier al beskikbaar,
1304060	1304860	jou producte,
1304940	1305120	weet ek,
1305160	1306320	vir jou kaas brooikie,
1306380	1306680	X,
1307280	1308780	en jou kaas in,
1308860	1309380	in ou,
1309600	1310100	met wat,
1310460	1311100	20 rand,
1311160	1311860	of 30 rand,
1311940	1312640	so weet nie hoeveel het,
1312680	1312860	met,
1313020	1313740	te hoerig kost,
1313860	1314040	maar,
1314580	1315580	dit staat alles al,
1315660	1316600	hier is jou menu,
1316760	1316960	kijk,
1317040	1317900	hier is jou betaal,
1317960	1319120	na jou betaalsysteem,
1319220	1319720	jy kan gewoon,
1319800	1320380	alles klaar,
1320440	1320740	jy moet,
1323180	1323600	wil jou,
1323840	1324400	ja of nie,
1325180	1326040	en wat wil jou anders?
1326140	1326280	Ja,
1327480	1327900	dit is,
1327900	1328360	dit is,
1328360	1329000	dit is,
1329000	1329980	die manier,
1329980	1330760	waar ons om toe gaan,
1330860	1331020	want,
1331420	1332240	hierdie mense ook,
1332340	1334360	hy weet toch nie wat hy nie weet nie,
1334420	1334680	so hy,
1335040	1336760	hy weet nie as eindig wat hy al soep nie,
1337140	1338060	so as hy kom bys,
1338500	1339900	wat hy nodig het dan van hy,
1340040	1340660	van,
1341220	1342160	wat do ek by hulle sit,
1342220	1343140	jy sê vir hulle precies,
1343220	1343380	ek,
1343440	1345600	kom ek sê vir hulle wat hy dink jy hulle nodig het,
1345600	1346600	want hulle volgens my sê nie,
1346680	1347380	so ek klaar da,
1347440	1348300	die sê hulle hier sê,
1348300	1349900	flink of jy hier gewaard het,
1350220	1351780	maar dit is,
1351780	1352300	dit is om het,
1352380	1352860	dit is om het,
1353720	1353940	ja,
1354660	1354960	jy weet,
1355100	1356220	dat sê daarmee is een,
1356220	1358760	is een vervaardigingsbezigheid,
1358900	1359740	en hy is niks anders,
1359860	1362060	dit is enige ander vervaardigingsbezigheid nie,
1362580	1363440	en jy moet net,
1363680	1364640	dink aan die stappen,
1365280	1366620	en wat wil die kleing graf sien,
1366800	1367800	wat wil die kleing graf sien,
1367880	1369260	en wat wil syd nie in die graf sien,
1369760	1370000	so,
1370280	1370840	dus basis,
1370980	1371460	jy wil net,
1371760	1372120	jy wil,
1372120	1373940	het die post toe kan inneem,
1374020	1375220	jy wil een potatie kan geë,
1375220	1377160	jy wil die oude dokumente kan oplaai,
1377160	1379460	en jy wil vir hom kan praaf,
1379500	1380520	wat dit die betrifie is,
1380600	1381540	soek hy van die goed,
1381940	1382400	al die,
1382980	1384580	die bokse kop in sy velle,
1384680	1385260	en alles met,
1385580	1386640	spesifieke kodes kry,
1386760	1388140	hulle moet aan mekaar gekoppel wees,
1388200	1389300	wat hulle kan verloor nie,
1389640	1390720	in die databas is,
1391200	1391680	en dan,
1391900	1393540	as die kleing dan nou weg gaan,
1393700	1394180	oorseer,
1394460	1396340	dan wil jy kom opdaterings kan geë,
1396380	1397820	of hulle met enige tyd kan invang,
1397860	1399060	een kleing te portaal in,
1399420	1399920	om te sien,
1400000	1401980	waar in die proces is sy bokkop,
1402700	1405200	en dan moet hy een notifikatie kan kry,
1405200	1406820	en hy gaat hier in die proces,
1406920	1408240	wat hy dan iets moet goedkeer,
1408300	1409600	stel nou maar die bokkyk links,
1410080	1410740	en hy sê nie,
1411100	1412860	hy wil eerder die bok moet recht kyk,
1413060	1413640	en dan moet hy sê,
1413700	1415080	soek die bok recht kyk,
1415380	1416920	en dan moet hy dit so goedkeer,
1417180	1419460	en dan kan die tekstie daar nie verder aangaan,
1419860	1421320	en hy het een audit trail om te sien,
1421380	1422000	maar jy vervee,
1422060	1422880	soek jou bok so,
1422880	1425800	en dan as dit nou by finale,
1426980	1429420	as die trofee dan nou klaar is,
1429920	1431960	dan moet die klent eerst betaal,
1432640	1434920	hy kan uiteraard ook na die foto's kyk,
1435060	1436800	dan moet hy die finale betaling maak,
1437240	1439060	en dan word die volgende proces,
1439140	1441300	is dan die versending,
1441560	1444040	of shipments in Engelse terme,
1444600	1448480	dan moet daar die dyns voorbereid word,
1448540	1449980	om geskeept te word,
1449980	1451660	en dan moet die weibel wees,
1451780	1453200	en die klent aan die ander kant,
1453280	1454060	hoe dan kan volge,
1454720	1457580	dis net in een nete top wat dit is,
1458360	1459680	en ek het dit so mooi,
1459820	1462560	in my project requirement document,
1462660	1463900	het dit so opgesteld,
1464420	1466120	en ek kan dit via spier,
1466540	1468580	ek so graag wil,
1469020	1473180	ja, ek baie opgewonde oor jou agenten ding wat jy gebouw het,
1473180	1478620	en die kruis verificaties en toetsen en goete,
1478620	1481900	want ek het so systeem gebruik in Zuid-Afrika,
1482020	1482940	die dynk ek die ene,
1483420	1485020	as jy so stelsel kan bouw,
1485200	1486380	en jy kan bij die klent sit,
1487000	1487340	en jy,
1487680	1488100	dierom,
1488200	1489320	jy vraan nie vir die klent,
1489420	1490160	klomp vra,
1490840	1492220	en jy verstaan die business case,
1492300	1493840	en jy voer dit en die ding in,
1494300	1496200	kan jy binnen een week vir die klente,
1496940	1498060	een prototype gee,
1498860	1500020	en jy kan,
1500580	1501580	jy kan binnen twee weke,
1501680	1502140	kan jy,
1502300	1502940	kan jy tot die,
1502940	1504300	die tot productie gaan,
1504300	1505700	nou jy denk jy kan het,
1505820	1506380	as jy,
1506380	1507900	as jy al jou,
1508000	1508380	jou,
1509180	1509580	eh,
1510720	1512080	as jy al die informatie had,
1512160	1513580	jou funsionalist specificaties,
1513660	1514500	jy weet al wat het,
1514680	1516100	plus jy eie ervaring,
1516960	1518060	en jy het die,
1518280	1520120	jy het een agent ingesteld met,
1520200	1521980	met governance beheer,
1522160	1522400	wat,
1522580	1522980	eh,
1523580	1525480	inventarisaties op vraag gestel,
1525620	1527480	en die devil's advocate speelt,
1527480	1529340	dat jy,
1530560	1532200	misschien al binnen een dag,
1533780	1533980	ja,
1534120	1534480	binnen,
1534680	1536020	binnen een paar uur,
1536180	1536840	al zelfs,
1536900	1537180	in,
1537180	1537300	in,
1537300	1537680	in,
1537680	1538920	eh,
1538920	1541100	een demo website kan bouw,
1541220	1542860	wat misschien nog nie geïntegreerd is,
1542940	1544940	wat nog nie weibels kan verwerk,
1545040	1545280	of,
1546000	1546300	eh,
1546760	1547040	en,
1547300	1547600	maar,
1548020	1548280	wat,
1548340	1548820	maar,
1548820	1549160	maar,
1549160	1549340	maar,
1549340	1549460	maar,
1549460	1549960	met wel,
1550200	1552100	en nog niet in integratie,
1552120	1553020	sekere manual stappen het,
1553120	1553640	maar nog steeds,
1553820	1554040	ja,
1554320	1554480	ja,
1554580	1555000	maar dat jy,
1555020	1556120	hy kan het simuleer,
1556120	1561240	dat jy die simulaties inbouw,
1561300	1562420	asof jy een way wil stuur,
1562520	1562620	met,
1562620	1563860	met DHL,
1563980	1564580	of weetveel,
1564700	1564900	en,
1564900	1565080	en,
1565080	1567860	dat jy daar in is,
1567940	1568380	dat jy sien,
1568440	1568600	ok,
1568780	1569840	dit is moeilijk,
1569980	1570220	alleen,
1571040	1573140	die integraties moet jy dan onderzoek,
1573520	1575540	dit gaan misschien extra kosting kies,
1575680	1576500	en dan koste bedoel,
1576600	1578280	en jy moet maandeliks betaal aan,
1578740	1579340	DHL,
1579500	1579680	of,
1580460	1580680	ja,
1580900	1581280	koor ja,
1582060	1582540	maar dit is,
1582620	1584860	dit is die minder belangrijkste gedeelte nou,
1584860	1586240	genauwe van die klenten sê,
1586760	1587160	eh,
1587160	1588220	MVP is,
1588620	1590080	hy wil die klenten kan inneem,
1590200	1591420	hy wil foto's kan inneem,
1591800	1594060	en hy wil heer die klenten moet kan kyk en kan goedkeer,
1594560	1595140	en hy moet,
1595220	1595560	as hy,
1595600	1597060	as hy moet die betaling neen kan kry,
1597140	1598720	van Stripe of PayPal of so,
1599140	1599400	en,
1599400	1600460	en daalig so betaal,
1600540	1601060	so wie die goed,
1601140	1602800	waar hy makkelijk gereconcileer kan hoort,
1603200	1604700	dit is sy hoofdhoefte,
1604920	1606080	daarin het goed kan vaten,
1606160	1607060	twee en drie wees,
1607640	1608120	maar ja,
1608340	1608520	eh,
1608520	1609380	ja,
1609380	1609920	nee, ek,
1610220	1611420	dit vindt my goed,
1611420	1612720	maar het jy dit al,
1612840	1613860	het jy dit al,
1613940	1614320	eh,
1614320	1614900	in jou,
1614960	1615320	eh,
1615840	1616620	doks geschreven,
1616760	1616900	die,
1616900	1617700	die proces,
1617960	1618580	in die video,
1618880	1619140	alles,
1619280	1619700	oké,
1620040	1620360	alles,
1620360	1620700	alles,
1620780	1621320	alles geschreven,
1621420	1621800	ek kan,
1622540	1624320	en is in Afrikaans ook reed,
1625060	1625360	mooi,
1625360	1626100	as hy,
1626180	1626960	as hy wil,
1627160	1629240	en jy wil daar indruk in jouw systeem,
1629300	1629780	en met die,
1630240	1631620	kan ek het nou vir jou stuur,
1631980	1632420	ja,
1632560	1633700	as hy dit na my te stuur,
1633820	1634600	dan gaan ek het,
1634960	1637760	eindelijk is dit een soort van officieel my werktijd nog,
1638500	1639440	maar ek is moe baas,
1639440	1640760	nee, nee, maar maak niet uit,
1640840	1642280	dit als stuur het maak,
1642680	1643080	maar wat ek,
1643400	1643680	net,
1643680	1644460	net informatie,
1644540	1644900	wat my,
1645480	1645780	eh,
1646160	1647360	wat my proces doen is,
1647420	1647560	hy,
1647900	1649340	hy maak dokumentatie,
1649440	1650760	dus alles wat jy gaan stuur,
1651380	1651720	gaan ek,
1651720	1652620	gaan ek nie neem,
1653120	1653460	en dan,
1653540	1653960	gaan ek,
1654040	1654060	dan gaan ek,
1654300	1654940	dan gaan ek,
1655040	1655880	dan sal hy daar,
1655960	1656900	op basis daarvan,
1657380	1657940	functionele,
1658080	1659420	hy sal een businesskeis schrijf,
1659500	1659640	hy,
1659720	1660340	hy maak een,
1660520	1660880	technisch,
1660960	1661860	functionele ontwerp,
1661920	1663400	hy gaan user stories schrijf,
1663800	1665460	alles wat jy my nie had verteld,
1666200	1667380	van die taxidermie,
1667480	1668040	dit sal hy,
1668140	1669020	dit gaan hy alvast,
1669020	1670840	in die user stories beskryf,
1670900	1671800	van die user story,
1672220	1672700	en hy sal,
1672800	1674180	en hy gaat die,
1674780	1676920	hy sal skrim kanban backlog maak,
1678120	1678560	en,
1680480	1681960	die let gesproken ook nog,
1682220	1682880	alvast in,
1683000	1685940	mdp 0.0.1,
1687940	1688140	ja,
1688700	1688860	ja,
1688860	1689220	en,
1689220	1690140	fantastisch,
1691140	1691700	web-based,
1691700	1692140	het was een,
1692140	1692320	like,
1692560	1693100	web-based,
1693100	1693960	web-based code,
1694920	1695200	so,
1695280	1695420	met,
1695420	1695480	ja,
1695480	1696160	hier gaan,
1696260	1697080	is een web-app,
1697160	1697800	beest teker,
1697800	1698480	en ek weet nie,
1698480	1699740	wat die proces om,
1699740	1700820	dit van daaraf later,
1700920	1701080	na,
1701420	1702220	een native app,
1702280	1702860	zoals een Android,
1702980	1703120	of,
1703120	1703480	of,
1703480	1704000	Iphone,
1704100	1704580	zoals een Spotify,
1704580	1705580	maar,
1705580	1706120	web-app,
1706180	1707440	het waars voordeel,
1707560	1708640	dit kan op enige plek,
1709180	1709280	en,
1709340	1709920	maar makkelijk,
1710000	1710720	kan je inlok,
1710900	1711060	maar,
1711120	1711840	die punt is net,
1712260	1712840	je gaan sikkel,
1712920	1713380	met sekere,
1713380	1714200	funktionaliteiten,
1714200	1714720	soos,
1714720	1714740	soos,
1714740	1716740	instant messaging,
1717000	1718060	en sekere typen van goeders,
1718260	1718360	en,
1718360	1718560	en,
1718560	1719420	dalkiel camera,
1719620	1720060	zoog,
1720060	1720800	ja,
1720800	1720860	ja,
1722120	1722320	ja,
1722400	1724300	dit kan nog later uitsorteer,
1724400	1724740	met,
1724800	1725760	messaging,
1726020	1726180	met,
1726240	1726340	met,
1726340	1726380	met,
1726380	1726520	met,
1726520	1727200	met,
1727200	1727240	met,
1727240	1727260	met,
1727260	1727280	met,
1727280	1727340	met,
1727340	1727840	met,
1727840	1728200	met,
1728200	1728340	met,
1728340	1728440	met,
1728440	1728460	met,
1728460	1728480	met,
1728480	1729220	openplol,
1729720	1731240	whatsapp berichte verstuur,
1731660	1732380	en ontvang,
1732620	1732800	dus,
1732880	1733680	je kan een volledige,
1733680	1734860	je kan geautomatiseer,
1734860	1736720	geautomatiseer,
1736960	1737340	eh,
1737340	1738440	a chatbot,
1738860	1739120	via,
1739120	1739400	via,
1739400	1740120	via whatsapp,
1743380	1743800	georbeeld,
1743800	1744140	ek,
1744140	1744520	ek kan,
1744520	1745200	opgeven moment,
1745260	1745940	kan ek eindelijk,
1746220	1746520	chat,
1746680	1747340	ehm,
1748600	1749240	chat CPT,
1749360	1749820	of tenminste,
1749900	1750500	openplol,
1750580	1751400	en miswashinglik,
1751540	1752700	en anti-gravity ook,
1753500	1754220	opdracht gee,
1754460	1754720	om,
1755000	1755660	as ek een bericht,
1755740	1756660	as jy met my gaan,
1756760	1757640	gaan whatsapp,
1758080	1759720	dat hy my gaan impersoneer,
1759860	1760340	en reeg,
1760460	1760940	en doen,
1761080	1761600	alsof,
1761680	1761900	jy,
1761940	1762560	jy denk,
1762620	1763580	jy praat met my,
1764040	1765140	maar jy praat nie met my,
1765200	1765400	joh.
1767180	1767700	Wonderlijk,
1767820	1768360	wonderlijk,
1768920	1769340	dit is,
1769480	1770040	en alles,
1770120	1770820	alles gebeur,
1770880	1771820	die is daar op whatsapp,
1771900	1772060	so,
1772180	1773320	hoe meer jy kan integreer,
1773380	1773780	betekent,
1773780	1774260	hoe beter,
1774820	1775360	hoe beter,
1776480	1776840	so ja,
1777240	1777420	ja,
1777580	1778720	neem maar pas,
1779340	1779500	ek,
1779560	1779580	ek,
1779580	1780020	stuur my,
1780080	1780620	stuur my die,
1780700	1780960	die,
1781060	1781100	die,
1781100	1781240	die,
1781240	1781360	ek,
1781360	1783600	wat ek,
1783600	1784340	wat ek gaan doen is,
1784400	1784780	al gaan ek,
1784900	1786020	gaan die gesprek,
1786120	1786280	wat ek,
1786340	1786920	wat ek nou het,
1787260	1788200	dit gaan ek ontzet,
1788280	1788420	in,
1788480	1789040	in tekst,
1789100	1789640	dit gebruik,
1789680	1790560	dit is die databron,
1791020	1791360	plus,
1791880	1792140	alles,
1792340	1792520	ding,
1792660	1793080	info,
1793160	1793940	wat jy net gestuur,
1794060	1794680	en dit gaan ek,
1794740	1795040	sal ek,
1795120	1795680	sal ek,
1795680	1795940	sêg,
1796020	1796120	ok,
1796180	1797380	dit is al die databronen,
1797440	1798100	kan,
1798100	1798520	kan ek,
1798600	1799000	kan ek,
1799000	1799600	vir jou,
1799720	1800000	eh,
1801000	1802060	net ter,
1802140	1803040	terwille van,
1803220	1804400	die omskakeling na tekst,
1804460	1804940	jy kan ek sê,
1804940	1805440	precies,
1805820	1806640	van die begin,
1806720	1807420	tot die einde toe,
1807500	1808000	hoe dit werk,
1808060	1808840	vir die tekst daarmee,
1808920	1809720	dit kan ook dalk help,
1809800	1810060	ok,
1810140	1810360	wacht jy,
1810360	1810540	nie,
1810540	1811260	user story,
1812120	1812620	moet effe,
1813220	1813480	kiks,
1813560	1813860	moet doen ek,
1813860	1813960	ek,
1813960	1814060	ek,
1814060	1814560	ek,
1814560	1814620	ek,
1814620	1815120	ek,
1815120	1815560	ek,
1815560	1815620	ek,
1815620	1815680	ek,
1815680	1816120	ek,
1816120	1816620	ek,
1816620	1817120	ek,
1817120	1817620	ek,
1817620	1817680	ek,
1817680	1818120	ek,
1818120	1818320	ek,
1818320	1818460	ek,
1818460	1818560	ek,
1818560	1818620	ek,
1818620	1819620	ek,
1819620	1820120	ek,
1820120	1820620	ek,
1820620	1820680	ek,
1820680	1821620	ek,
1821620	1822620	ek,
1822620	1823620	ek,
1829000	1829720	ek,
1829800	1833220	ek,
1833220	1835620	ek,
1835680	1835740	den,
1835980	1837080	ek,
1837080	1837800	ek,
1838040	1838900	ek,
1839080	1839260	ek,
1839440	1839800	ek,
1839800	1840540	ek,
1840960	1841940	ek,
1842020	1842340	ek,
1842420	1846360	ek,
1846620	1846960	ek,
1849120	1849220	ek,
1849220	1849340	ek,
1851440	1851960	�,
1851960	1852460	ek,
1852460	1852700	ek,
1853280	1853800	ek,
1853800	1853900	ek,
1853900	1854800	ek,
1854800	1854900	ek,
1855020	1855080	ek,
1855080	1855800	ek,
1855860	1856940	ek,
1857300	1858340	ek,
1858480	1858960	ek,
1858960	1863540	Moet mooi afgeslag word en sy fel moet gepresipteer word en en en.
1864100	1871660	En ja, so met ander woorde, dan vat die professionele jachter nou die klient saam na taxidermie toe.
1872160	1876740	Hy vat dan nou die bok en die kop en die tanden en wat ook al saam.
1877260	1878700	Hulle gaan na die taxidermie toe.
1879320	1885780	Hy kom in die taxidermie en hy kies dan wat sy type trofee soekrys
1885780	1890020	vir Sennema sy kudo wat hy geskiet het of sy leidberg of wat ook al.
1890540	1897080	En hy kies die trofee Sennema en dan word daarom dier die taxidermie gesêkel.
1897180	1899700	Ruit meneer, dit gaan vir jou soveel kost.
1899940	1903360	Dan stier hulle kom Sennema op die oomlijke kwotatie.
1903800	1908060	Somming na die boon toe, argument onthalwe met a payment guideway Sennema.
1908060	1912560	En dan kan hy dit aanswaar en hy kan dan betaling maak.
1912560	1916260	Het gewone kvat hulle ontrent so 50% de positief.
1916860	1920960	Nou Sennema het bringe a bok in.
1921120	1925220	Nou a bok het woerend, hy het a fel, Sennema het tanden.
1925780	1930960	So daar word basis dieke maar a jobkaart gecreëid, vertrefeeerd.
1931220	1933560	En binnen na die jobkaart het jy een verskillende items.
1933900	1937340	Al hierdie items moet aan mekaar gekoppel word met die code.
1937700	1939100	So dat dit nie kan verloor nie.
1939100	1943820	Sennema gesêkel kan dink dat sy daarmee duisende kliënte wat in kom met, kom met sy ouwe keer.
1944920	1946620	En kom met, doof, spees.
1946620	1949540	Tam je uit te jen ohen.
1950440	1952260	Kom met, doof, spees.
1952440	1975400	Weet te jenen om te jak Emmy
1975400	2005380	O, O, O, O, O, O, O.
2005400	2035380	O, O, O, O, O.
2035400	2037400	O.
2065400	2067400	O.
2095400	2097400	O.
2125400	2127400	O.
2127400	2129400	O.
2149400	2151400	O.
2151400	2153400	O.
2153400	2155400	O.
2155400	2157400	O.
2157400	2159400	O.
2159400	2161400	O.
2161400	2163400	O.
2163400	2165400	O.
2165400	2167400	O.
2167400	2169400	O.
2169400	2171400	O.
2171400	2173400	O.
2173400	2175400	O.
2175400	2177400	O.
2177400	2179400	O.
2179400	2181400	O.
2181400	2182900	O.
2182900	2197480	Jy hoef niks te doen, dit word een test, want theorieet gesproken, jy spreek een spraakbericht in, hy vertaal die spraakbericht bij my naar tekst en hy stuur dit naar my en ook naar jou.
2199040	2203280	Oh ok, dit is interessant, maar ek gaan gaf jy een voice now dan spier.
2203400	2204600	Ok, goed zo, ok, oei.
2204900	2206680	Ok, en dan die PhD, dankie.
2212900	2242880	O, O, O.
2242900	2251900	Oep.
2272900	2274900	O.
2302900	2304900	O.
2332900	2334900	O.
2362900	2364900	O.
2392900	2394900	O.
2394900	2396900	O.
2396900	2398900	O.
2398900	2400900	O.
2400900	2402900	O.
2402900	2404900	O.
2404900	2406900	O.
2418900	2420900	O.
2421740	2423880	die nous geleues, die weithelige
2430800	2435020	van die weithelige
2450900	2480880	Terima kasih.
2480900	2510880	O, O, O.
2510900	2540880	O, O, O.
2540900	2570880	O, O, O, O.
2570880	2600860	O, O, O, O, O, O.
2600860	2602860	Ja, kom ons volgend na door, wat is dit nou?
2602860	2604860	Wat is dit nou?
2604860	2606860	Ehm...
2606860	2608860	Maar, nou ja, weet je wel.
2608860	2610860	Het gaat wel.
2610860	2612860	Het gaat wel.
2612860	2614860	Het gaat wel.
2614860	2616860	Ja, jy had ook die heterolatie.
2616860	2618860	Jy had ook een...
2618860	2620860	Jy had daar ook nog een uitreik.
2620860	2622860	Maar jou is echt...
2622860	2624860	Hater.
2624860	2626860	En jij wil nie echt wat eigen ding
2626860	2628860	en je eigen eigen ding, dat jij niet voor zover...
2628860	2630860	Maar heeft hij mij ge...
2630860	2632860	Daar...
2632860	2634860	Nee, waar is de mens?
2634860	2636860	Heeft hij mij gevraagd...
2636860	2638860	Heeft hij...
2638860	2640860	Heeft hij mij gevraagd of ik het wil, of ik je daar niet kan helpen?
2640860	2642860	Nee.
2642860	2644860	Oké.
2644860	2646860	Maar...
2646860	2648860	Dus ik heb ook niet de optie om...
2648860	2650860	om nee te zeggen.
2650860	2652860	Want jij zegt al...
2652860	2654860	Ik heb zo ervaard...
2654860	2656860	Er wordt al namens mij nee gezegd.
2656860	2658860	Nou, het is meer aan je aardigheid.
2658860	2660860	Want dan denk jij...
2660860	2662860	Je hebt zelf nogal veel dingen aan je eigen huis te doen.
2662860	2664860	Dat doe je ook al niet.
2664860	2666860	Dat snap ik, maar...
2666860	2668860	Dat gaat ook niet uit.
2668860	2670860	Ja.
2670860	2672860	Maar zo...
2672860	2674860	Ik hoef je niet te vragen.
2674860	2676860	Ik vind het ook...
2676860	2678860	Ik vind het ook zelf wel...
2678860	2680860	Eh...
2680860	2682860	Kijk...
2682860	2684860	Ik werk op dit moment niet zelf.
2684860	2686860	Nee.
2686860	2688860	Dus...
2688860	2690860	Ik heb ook wel gewoon...
2690860	2692860	Ik heb ook wel...
2692860	2694860	Ik heb ook wel gewoon...
2694860	2696860	Dat is wat meer...
2696860	2698860	vrij...
2698860	2700860	Ik vind het ook wel...
2700860	2702860	Eh...
2702860	2703860	Kijk...
2703860	2704860	Ik werk op dit moment niet zelf.
2704860	2706860	Nee.
2706860	2707860	Dus...
2707860	2708860	Ik heb ook wel gewoon...
2708860	2709860	Ik heb ook wel gewoon...
2709860	2710860	Dat is wat meer...
2710860	2711860	Vrij...
2711860	2712860	Vrij...
2712860	2713860	Vind ik veel...
2713860	2714860	Van andere mensen...
2714860	2716860	In dit soort dingen als te doen.
2716860	2717860	Dus ik vind het ook...
2717860	2718860	Best wel...
2718860	2719860	Kijk...
2719860	2720860	Is iemand...
2720860	2721860	Dit laatste baan...
2721860	2722860	Van hem te doen ofzo...
2722860	2724860	Vind ik het ook wel wel anders.
2724860	2725860	Maar ik denk...
2725860	2726860	Ja...
2726860	2727860	Ik werk nu...
2727860	2728860	Andere mensen wel...
2728860	2729860	En dan is het best wel...
2729860	2730860	Ook een belasting.
2730860	2732860	Het is ook niet...
2732860	2733860	Zeg maar...
2733860	2734860	Soms kan je zeggen...
2734860	2735860	Dan denk je...
2735860	2736860	Oké...
2736860	2737860	Het is niet zo...
2737860	2738860	Zeg maar...
2738860	2739860	Eet...
2739860	2740860	Ja...
2740860	2741860	Iets verplaatsen...
2741860	2742860	Ofzooiets...
2742860	2743860	Maar dit is echt wel...
2743860	2744860	Gewoon...
2744860	2745860	Ja...
2745860	2746860	Het klang...
2746860	2747860	Eén van de stondste...
2747860	2748860	Zinnigste klop...
2748860	2751860	In te doen...
2751860	2754860	En het is echt...
2754860	2755860	Zeven meter...
2755860	2756860	Voor zeven meter...
2756860	2758860	Dan moet dat behangen af...
2758860	2759860	En eigenlijk heb je dan...
2759860	2760860	Ja...
2760860	2761860	Ik bedoel...
2761860	2762860	Ik bedoel...
2762860	2763860	Als je een lege basis...
2763860	2765860	Er niks moet hebben...
2765860	2768860	Om een pak te voren van me aan...
2768860	2770860	En...
2770860	2771860	En...
2771860	2772860	Dat maakt het ook niet heel...
2772860	2773860	Weet je wel...
2773860	2774860	Weet je wel...
2774860	2775860	Weet je ook wel...
2775860	2776860	Weet je ook wel...
2776860	2777860	Ja...
2777860	2778860	Maar...
2778860	2779860	Weet je wel...
2779860	2780860	Weet je wel...
2780860	2781860	Weet je wel...
2781860	2782860	Weet je wel...
2782860	2783860	Weet je wel...
2783860	2784860	Weet je wel...
2784860	2785860	Maar hoeveel...
2785860	2786860	Hoeveel lagen...
2786860	2787860	Waarom ga je verweideren?
2787860	2788860	Want ik...
2788860	2789860	Want...
2789860	2790860	Ik zag van de weekend...
2790860	2792860	Ongeveer drie lagen...
2792860	2793860	Nee...
2793860	2795860	Twee...
2795860	2796860	En twee lagen...
2796860	2797860	In de opzitter...
2797860	2799860	Sommige plekken...
2799860	2800860	Ja...
2800860	2801860	Maar daaronder heb je dan...
2801860	2802860	Weet je dan...
2802860	2803860	Weet je dan...
2803860	2804860	Weet je dan...
2804860	2805860	Weet je dan...
2805860	2806860	Weet je dan...
2806860	2807860	Weet je dan...
2807860	2808860	Weet je dan...
2808860	2809860	Weet je dan...
2809860	2810860	Maar is dat niet een...
2810860	2811860	Is dit niet meer efficiënt om...
2811860	2812860	Bijvoorbeeld...
2812860	2813860	Een behangstomer...
2813860	2814860	Of...
2814860	2815860	Te...
2815860	2816860	Nee...
2816860	2817860	Ik kan het met een kleenstomer...
2817860	2818860	En dat is...
2818860	2819860	Nou ja...
2819860	2820860	Maar behangstomer is...
2820860	2821860	Oké...
2821860	2822860	Een behangstomer is...
2822860	2823860	Heeft een veel groter...
2823860	2824860	Een soort van...
2824860	2825860	Bak...
2825860	2826860	Oké...
2826860	2827860	En...
2827860	2828860	Een keer meer...
2828860	2829860	Het is...
2829860	2830860	In het verleden...
2830860	2831860	In het verleden...
2831860	2832860	Het is...
2832860	2833860	Heel aard...
2833860	2834860	Ja...
2834860	2835860	Maar luister...
2835860	2836860	Even...
2836860	2837860	En...
2837860	2838860	En...
2838860	2839860	Je bent nu...
2839860	2840860	Je schouders...
2840860	2841860	Je bent nu aan het krabbing...
2841860	2842860	En...
2842860	2843860	Enzovoort...
2843860	2844860	Je bent je schouders...
2844860	2845860	Je bent je arme aan het gebruiken...
2845860	2846860	En...
2846860	2847860	Dit kan bijdragen...
2847860	2848860	Aan...
2848860	2849860	Aan...
2849860	2850860	Algemene toestand...
2850860	2851860	Ik meld dit...
2851860	2852860	Nee...
2852860	2853860	Maar...
2853860	2854860	Ik denk...
2854860	2855860	Ik heb een boonmau...
2855860	2857860	Ja...
